[25/04/24, 18:52:55] O2: Shsus
[03/11/24, 23:37:02] Aman: Bcoz last time when I did it u didn't like that
[03/11/24, 23:37:04] O2: Why didn’t you ask me to sleep and talk later
[03/11/24, 23:37:18] Aman: U started feeling thousand of stuff in ur mind
[03/11/24, 23:37:21] O2: Exactly that’s my point
[03/11/24, 23:37:40] O2: Just to make your point correct you did all that
[03/11/24, 23:37:43] O2: Right?
[03/11/24, 23:38:05] Aman: No
[03/11/24, 23:38:24] Aman: I was aware of
[03/11/24, 23:39:17] Aman: Ki u are free to sleep in between mai mind nhi karta ... 

And tomorrow was nothing as such ki jo affect hota isse
[03/11/24, 23:39:42] Aman: Bus mai end nhi karna chahata tha
[03/11/24, 23:39:55] O2: As if mai assignment k 2 page baad me likh leti to mai fail ho jati?
[03/11/24, 23:40:23] Aman: Why so saying all that
[03/11/24, 23:40:40] Aman: Matlab
[03/11/24, 23:40:53] Aman: Agar hum college me hote
[03/11/24, 23:41:04] Aman: I could have said ki saath me baat bhi kar lete h
[03/11/24, 23:41:21] O2: Ha to vaha situation different hoti h
[03/11/24, 23:41:30] O2: Vc me kar skte h
[03/11/24, 23:41:32] Aman: But assignment close karwa ke baat karne ko bolta vo shi lagta mjbhe
[03/11/24, 23:41:35] Aman: Mujhe
[03/11/24, 23:41:59] O2: Air neend uda kar baat krna sahi laga tumhe?
[03/11/24, 23:42:11] Aman: Agar hum log tab bhi baat karte once u r done with that... Tab bhi kuch change nhi hota
[03/11/24, 23:42:45] O2: Usse problem
Nhi h mujhe
[03/11/24, 23:42:46] Aman: Aisa nhi h
[03/11/24, 23:43:09] O2: I am just saying ki us jagah concerned the tum then why not here
[03/11/24, 23:43:35] Aman: Mai hamesha hota hu
[03/11/24, 23:43:49] Aman: But u don't want me to be like that
[03/11/24, 23:43:53] Aman: Isliye nhi hua tha bus
[03/11/24, 23:44:08] Aman: Like what I said
[03/11/24, 23:45:11] O2: Thik h achha
[03/11/24, 23:45:25] Aman: Kya hua?
[03/11/24, 23:45:30] Aman: Bolo?
[03/11/24, 23:45:33] O2: Kuchh nhi
[03/11/24, 23:45:38] Aman: Are bolo toh
[03/11/24, 23:45:47] Aman: U still upset
[03/11/24, 23:45:48] O2: Are kuchh nhi
[03/11/24, 23:45:52] O2: Nhi
[03/11/24, 23:46:09] O2: Upset to mai thi hi nhi
[03/11/24, 23:46:16] Aman: Then?
[03/11/24, 23:46:26] O2: Bs puchh rhi thi
[03/11/24, 23:46:58] Aman: Hmm
[03/11/24, 23:47:22] Aman: Vaise sorry for that
[03/11/24, 23:47:36] O2: Hm koi na
[03/11/24, 23:47:56] Aman: Umm kal thoda vaise bhi slightly bad day hi tha
[03/11/24, 23:48:16] Aman: Then phir vo sab hua
[03/11/24, 23:48:17] O2: Hm
[03/11/24, 23:48:36] Aman: Isliye sayad itna socha nhi Maine
[03/11/24, 23:48:43] O2: Why bad
[03/11/24, 23:49:08] Aman: Headache ho rha tha bus
[03/11/24, 23:49:24] O2: Pkka ?
[03/11/24, 23:49:29] Aman: Hmm
[03/11/24, 23:49:44] O2: Abhi thik h?
[03/11/24, 23:49:54] Aman: Might be sorry for that
[03/11/24, 23:50:00] Aman: You know what kajal ‎<This message was edited>
[03/11/24, 23:50:10] O2: Are thik h chhodo
[03/11/24, 23:50:21] O2: Hm
[03/11/24, 23:50:34] Aman: Are leave it
[03/11/24, 23:50:58] O2: 🙄
[03/11/24, 23:51:01] O2: Bolo
[03/11/24, 23:51:23] Aman: Aree aise hi thaa
[03/11/24, 23:51:37] O2: Boloo
[03/11/24, 23:51:53] Aman: Mujhe lagta h
[03/11/24, 23:53:01] Aman: Main koi bhi tag seh lunga... Ki , " I'm very bad " , "yeh nhi karta ya kuch bhi "


But not ki "Mera tumse baat karne ka man nhi hota"
[03/11/24, 23:53:25] Aman: Ya I'm too busy for u
[03/11/24, 23:53:31] O2: Sorry for saying all that
[03/11/24, 23:53:52] Aman: Are koi na
[03/11/24, 23:53:56] Aman: Let's leave all that
[03/11/24, 23:54:06] O2: Hm
[03/11/24, 23:54:29] Aman: Aur batao AAP
[03/11/24, 23:54:46] O2: Itni izzat😳
[03/11/24, 23:54:59] Aman: 😂😂
[03/11/24, 23:55:10] Aman: Pehli baar nhi bol rha
[03/11/24, 23:55:28] O2: Are pr is baar aap capital me h na
[03/11/24, 23:55:35] O2: Means more izzat
[03/11/24, 23:55:44] O2: 🫣
[03/11/24, 23:55:54] Aman: That was
[03/11/24, 23:56:02] Aman: Just keyboard stuff
[03/11/24, 23:56:07] Aman: Not my role😂
[03/11/24, 23:56:09] O2: 😑
[03/11/24, 23:56:18] O2: Jhut hi bol dete🙄
[03/11/24, 23:56:22] Aman: 😂😂
[03/11/24, 23:56:27] Aman: Ok AXA
[03/11/24, 23:56:30] Aman: Theek h
[03/11/24, 23:56:38] O2: Hm
[03/11/24, 23:56:54] O2: To aaj kya kya kiya dinbhar ‎<This message was edited>
[03/11/24, 23:57:16] Aman: Morning : soya
[03/11/24, 23:57:28] Aman: Afternoon : tumhare message ka wait
[03/11/24, 23:57:36] Aman: Evening : tumhe yaad
[03/11/24, 23:57:41] Aman: Night : DSA
[03/11/24, 23:58:18] Aman: Ludak gyi kya?😂😂
[03/11/24, 23:58:27] O2: Yhi hi
[03/11/24, 23:58:41] O2: Achha
[03/11/24, 23:59:06] O2: 6 ki bus kar du?
[03/11/24, 23:59:48] Aman: Kyu?
[04/11/24, 00:00:14] O2: So that we can continue with our college life
[04/11/24, 00:00:22] Aman: Are nhi
[04/11/24, 00:00:29] Aman: Reh lo aaram se yahan
[04/11/24, 00:00:35] Aman: 12-15-25 tak
[04/11/24, 00:00:40] Aman: Exam 27 se h
[04/11/24, 00:00:53] O2: 10 ko maths submission krna h
[04/11/24, 00:01:00] Aman: Arre late bhi chalega
[04/11/24, 00:01:06] O2: Likhvsya h unhone
[04/11/24, 00:01:23] Aman: Kya?
[04/11/24, 00:01:25] O2: Pr mujhe jana h🥺
[04/11/24, 00:01:34] Aman: Arre
[04/11/24, 00:01:36] Aman: Kyu par?
[04/11/24, 00:01:43] Aman: 25 Nov Tak ruk lo aaram se
[04/11/24, 00:01:51] O2: Leave k pichhe likhvaya tha ki 10 ko submission kru
[04/11/24, 00:01:59] Aman: Phir jab 10 dec Tak prac over ho toh vapas bhi aana h
[04/11/24, 00:02:03] O2: Nhi😮‍💨
[04/11/24, 00:02:07] O2: 😑😑
[04/11/24, 00:02:12] Aman: 20 din college me reh logi?
[04/11/24, 00:02:27] O2: Chup raho🙄
[04/11/24, 00:02:43] Aman: Koi na 5 din mummy ko guest room rakhlo
[04/11/24, 00:02:47] Aman: Aur 5 din pappa ko
[04/11/24, 00:02:54] Aman: Aur rest vo chillar party
[04/11/24, 00:02:59] O2: Shhhhhh😑😑
[04/11/24, 00:03:13] Aman: Hmm
[04/11/24, 00:03:18] Aman: Sorted?
[04/11/24, 00:03:25] O2: Ha
[04/11/24, 00:03:37] O2: Ab jldi btao
[04/11/24, 00:04:15] Aman: Kya?
[04/11/24, 00:04:27] O2: .
[04/11/24, 00:04:38] Aman: Are
[04/11/24, 00:04:50] Aman: Nhi rkhna tumhe pakka?
[04/11/24, 00:04:55] Aman: Kyu par?
[04/11/24, 00:04:57] O2: Ha
[04/11/24, 00:05:01] Aman: Sab badiya toh chal rha h
[04/11/24, 00:05:07] Aman: Ghar me sabke saath ho?
[04/11/24, 00:05:11] O2: Tum chup raho
[04/11/24, 00:05:14] Aman: Bf ko time bhi nhi de paa rhi ho?
[04/11/24, 00:05:17] O2: Ha😑
[04/11/24, 00:05:21] Aman: Padai bhi disturb ho rhi h?
[04/11/24, 00:05:25] Aman: Aur kya chaiye
[04/11/24, 00:05:26] Aman: ?
[04/11/24, 00:05:33] O2: Tum🥺🥺
[04/11/24, 00:05:37] Aman: Thoda aur rukte h na?
[04/11/24, 00:05:46] O2: Tum ruko
[04/11/24, 00:05:47] Aman: 😂😂😂
[04/11/24, 00:05:54] Aman: Axa theek h 😂😂
[04/11/24, 00:05:55] Aman: Sorry
[04/11/24, 00:05:56] O2: Mai chli jaungi😑
[04/11/24, 00:06:03] Aman: Hmm bolo
[04/11/24, 00:06:09] Aman: Jaa kar dikhao tum?
[04/11/24, 00:06:17] Aman: College me toh milogi hi
[04/11/24, 00:06:22] O2: 🚶‍♀️🚶‍♀️🚶‍♀️
[04/11/24, 00:06:28] Aman: Hey
[04/11/24, 00:06:32] Aman: Axa suno ‎<This message was edited>
[04/11/24, 00:06:35] O2: 😂
[04/11/24, 00:06:39] Aman: Ab nhi bolunga kuch
[04/11/24, 00:06:52] O2: Bolo
[04/11/24, 00:07:02] Aman: Why not train?
[04/11/24, 00:07:12] Aman: Ek train dekhi thi maine
[04/11/24, 00:07:19] O2: WL
[04/11/24, 00:07:27] Aman: Chances h still?
[04/11/24, 00:07:34] Aman: Aur phir nhi hua toh bus
[04/11/24, 00:07:36] Aman: Simple!
[04/11/24, 00:07:48] Aman: Vo toh kuch hrs pehle bhi ho jati h
[04/11/24, 00:08:09] O2: Pr mumbai tak h na
[04/11/24, 00:08:14] Aman: Hmm
[04/11/24, 00:08:15] O2: Air WL bhi h
[04/11/24, 00:08:19] Aman: Hmm
[04/11/24, 00:08:28] O2: To parents are saying ki bus hi kar lo
[04/11/24, 00:08:41] Aman: Axa
[04/11/24, 00:08:47] O2: Hm
[04/11/24, 00:08:54] Aman: Suno phir
[04/11/24, 00:09:01] O2: Hm
[04/11/24, 00:09:03] Aman: Sunti ho
[04/11/24, 00:09:08] O2: G
[04/11/24, 00:09:11] Aman: Toh
[04/11/24, 00:09:16] Aman: Hum log yeh karenge ki
[04/11/24, 00:09:29] Aman: 6 pm to 8 am ek bus h
[04/11/24, 00:09:38] Aman: Next bhi 7 pm to 8 am h
[04/11/24, 00:09:52] Aman: Time batayenge 6 pm to 10 am
[04/11/24, 00:10:08] Aman: 2nd ki 12 pm to midnight 2 am?
[04/11/24, 00:10:49] O2: Pr raat me hostel nhi ayi air mummy ko pta chal gya to
[04/11/24, 00:11:21] O2: 1pm to 5am?
[04/11/24, 00:11:29] Aman: Hmm ok 👍🏻
[04/11/24, 00:11:31] Aman: Cool
[04/11/24, 00:11:42] Aman: Phir bol denge 3 hr late ho gyi thi
[04/11/24, 00:11:51] O2: Hm
[04/11/24, 00:12:05] Aman: Agar jyada tehkikaat Kari toh
[04/11/24, 00:12:29] O2: Tum sambhalna😗
[04/11/24, 00:12:46] Aman: Mere papa toh karenge
[04/11/24, 00:12:53] Aman: Mummy kuch nhi bolti
[04/11/24, 00:13:17] O2: To unko mat btana 2nd vli k baare me
[04/11/24, 00:13:26] O2: Jab bus me baith jana tab btana
[04/11/24, 00:13:32] Aman: Arre nhi
[04/11/24, 00:13:46] Aman: Call vagera nhi karne vale
[04/11/24, 00:13:52] Aman: Just timing puchenge
[04/11/24, 00:13:56] Aman: Yeh matlab tha
[04/11/24, 00:14:12] Aman: Tumhare tarah nhi h Ghar vale mere
[04/11/24, 00:14:27] O2: Ho gya
[04/11/24, 00:14:30] Aman: Itna nhi pareshan karte
[04/11/24, 00:14:32] Aman: 😂😂
[04/11/24, 00:14:34] Aman: Hmm
[04/11/24, 00:14:44] Aman: Ji😘😘
[04/11/24, 00:14:50] Aman: Maja aaya
[04/11/24, 00:15:21] O2: Akeli hu na to care krte h…. Ab 2-3 to h nhi ☺️
[04/11/24, 00:15:36] Aman: 2 toh h hi?
[04/11/24, 00:15:45] O2: Daughter to single hu
[04/11/24, 00:15:57] Aman: Sab alag alag hote h
[04/11/24, 00:16:07] Aman: Kuch jyada mehnati hote h kuch kam
[04/11/24, 00:16:10] O2: Hn g
[04/11/24, 00:16:12] Aman: 😂😂
[04/11/24, 00:16:31] O2: Smjhi nhi
[04/11/24, 00:16:48] Aman: More kids means more mehnat(hardwork)
[04/11/24, 00:16:59] O2: Achha
[04/11/24, 00:17:04] O2: Mza nhi ayi
[04/11/24, 00:17:09] O2: Chhodo
[04/11/24, 00:17:13] O2: Ha to ye btao
[04/11/24, 00:17:19] Aman: Koi na pehle tum joke samaj lo
[04/11/24, 00:17:20] O2: Kar du?
[04/11/24, 00:17:23] O2: 6?
[04/11/24, 00:17:25] Aman: Maje baad me le lena
[04/11/24, 00:17:27] Aman: 😂😂😂
[04/11/24, 00:17:28] Aman: 🤣🤣🤣
[04/11/24, 00:17:35] Aman: Joke toh samaj aate nhi
[04/11/24, 00:17:39] Aman: Maje chaiye mam ko
[04/11/24, 00:17:40] O2: Joke smjhne k liye vo joke ho to sahi
[04/11/24, 00:17:41] Aman: 😂😂😂
[04/11/24, 00:17:43] O2: 😂
[04/11/24, 00:17:55] Aman: Tab bhi upar se jate h
[04/11/24, 00:17:56] Aman: 😂😂
[04/11/24, 00:17:59] Aman: Kheir choro
[04/11/24, 00:18:13] O2: Kyunki na vo joke hote h na simple sentences
[04/11/24, 00:18:34] O2: Hasne ki koshish kre bhi to kaise kare
[04/11/24, 00:18:45] Aman: Dark humour is equal to joke mam
[04/11/24, 00:18:55] Aman: A nd it was dark humour
[04/11/24, 00:18:58] O2: Humour🤣🤣
[04/11/24, 00:19:08] O2: Ye🤣
[04/11/24, 00:19:26] O2: Achha chlo maan liya
[04/11/24, 00:19:32] O2: Hahahaha😂🤣
[04/11/24, 00:19:34] Aman: Not for u.... Bcoz level thoda upar tha
[04/11/24, 00:19:39] Aman: Tumko samaj nhi aaya
[04/11/24, 00:19:50] O2: .
[04/11/24, 00:20:01] Aman: Koi nahi next will try to tell jokes of chiti and haathi😂
[04/11/24, 00:20:01] O2: Achha chlo has deti hu ‎<This message was edited>
[04/11/24, 00:20:17] O2: 😂
[04/11/24, 00:20:19] O2: 🤣😂
[04/11/24, 00:20:28] O2: 🤣🤣🤣
[04/11/24, 00:20:45] Aman: Has kyu rhi ho that was insult of urs only 😂
[04/11/24, 00:20:49] O2: Chlo has diya ab kaam ki baat krte h
[04/11/24, 00:21:39] O2: Tumhare  humour pr hasi thi
[04/11/24, 00:21:43] O2: Joke
[04/11/24, 00:21:45] Aman: Ok
[04/11/24, 00:21:47] O2: Humour
[04/11/24, 00:21:51] O2: Dark humour
[04/11/24, 00:21:56] Aman: Ok
[04/11/24, 00:22:12] Aman: Now let's get to work?
[04/11/24, 00:22:20] O2: Ha to btao 6?
[04/11/24, 00:22:46] Aman: 25 Tak nhi ruk sakte kya?🥺🥺🥺
[04/11/24, 00:22:50] Aman: 😂😂😂
[04/11/24, 00:22:55] Aman: Axa ok
[04/11/24, 00:22:56] Aman: Sorry
[04/11/24, 00:22:59] Aman: Hmm
[04/11/24, 00:22:59] O2: Tum ruk jao
[04/11/24, 00:23:05] Aman: 😂
[04/11/24, 00:23:17] O2: Thik h
[04/11/24, 00:24:04] O2: Ab soye?
[04/11/24, 00:24:21] Aman: Ek min
[04/11/24, 00:24:25] Aman: Kardi kya?
[04/11/24, 00:24:32] O2: Nhi
[04/11/24, 00:24:41] Aman: Then kab karogi?
[04/11/24, 00:24:54] O2: Kal
[04/11/24, 00:25:08] Aman: AXA
[04/11/24, 00:25:26] O2: .
[04/11/24, 00:25:40] Aman: Neendu aa rhi kya?
[04/11/24, 00:26:21] O2: Aa jayegi
[04/11/24, 00:26:44] Aman: Axa ok
[04/11/24, 00:27:01] O2: Tumhe nhi aa rhi?
[04/11/24, 00:27:09] Aman: Nope
[04/11/24, 00:27:28] O2: Soye the kya
[04/11/24, 00:27:33] O2: Noon me
[04/11/24, 00:27:56] Aman: Nhi 10 par utha tha pr
[04/11/24, 00:29:01] Aman: Kidhar gyi?
[04/11/24, 00:29:12] Aman: Ludak gyi kya?
[04/11/24, 00:29:23] O2: Nhi nhi
[04/11/24, 00:30:02] O2: Achha
[04/11/24, 00:31:10] Aman: Chalo AXA so jate h phir
[04/11/24, 00:31:18] O2: Hm
[04/11/24, 00:31:26] Aman: Alright then
[04/11/24, 00:31:36] Aman: Good night 😘
[04/11/24, 00:31:51] O2: Good night 🤗
[04/11/24, 00:31:53] Aman: Sweet dreams😘😘
[04/11/24, 00:32:09] O2: You too😚
[04/11/24, 00:32:31] Aman: Love you😘😘😘
[04/11/24, 00:32:48] O2: ♾️
‎[04/11/24, 00:32:55] O2: ‎sticker omitted
[04/11/24, 00:33:10] O2: Ye glti se ho gua
[04/11/24, 00:33:11] Aman: 👉🏻😊
[04/11/24, 00:33:20] O2: 🥰
[04/11/24, 00:33:29] Aman: 😌👈🏻
[04/11/24, 00:33:33] O2: 😘
[04/11/24, 00:33:44] Aman: 😙
👆🏻
[04/11/24, 00:33:49] O2: 🫣🙄
[04/11/24, 00:34:07] Aman: 👇🏻
😇
[04/11/24, 00:34:12] O2: 🥰
[04/11/24, 00:34:25] Aman: 😘💋
[04/11/24, 00:34:31] O2: 🫣🫣
[04/11/24, 00:34:43] Aman: Ok kaat do !
[04/11/24, 08:31:13] O2: Good morning 🤗
[04/11/24, 09:02:43] O2: Hio
[04/11/24, 09:03:12] O2: Itna kon sota h 🙄
[04/11/24, 14:50:59] O2: Hii
[04/11/24, 14:51:07] Aman: Hi
[04/11/24, 14:51:19] O2: Oh to tum uth gye
[04/11/24, 14:51:20] Aman: Hoye hoye hoye hoye
[04/11/24, 14:51:27] O2: 😂
[04/11/24, 14:51:42] Aman: Bato pati bato pati ‎<This message was edited>
[04/11/24, 14:52:04] Aman: Toh uth gyi tum?
[04/11/24, 14:52:04] O2: Bado badi bado badi
[04/11/24, 14:52:38] O2: Mai🙄
[04/11/24, 14:52:50] Aman: Axa suno!
[04/11/24, 14:52:53] Aman: Tumhe pata h
[04/11/24, 14:52:55] O2: G
[04/11/24, 14:52:58] Aman: Aaj mai canteen gya tha
[04/11/24, 14:53:04] Aman: Trolley lene
[04/11/24, 14:53:07] Aman: Koi Chhota sa
[04/11/24, 14:53:23] Aman: Koi Mila hi nhi tumhare vale ke alawa ‎<This message was edited>
[04/11/24, 14:54:36] O2: To same le aye tum?
[04/11/24, 14:54:43] Aman: Hmm
[04/11/24, 14:55:09] Aman: Canteen me samaan hi nhi tha
[04/11/24, 14:56:55] O2: Same hi lena tha ye bolo na
[04/11/24, 14:57:06] O2: Itne excuses kyu ready kiya
[04/11/24, 14:57:07] Aman: Ayyee😂😂
[04/11/24, 14:57:08] O2: 😂😂
[04/11/24, 14:57:15] O2: Kua aman
[04/11/24, 14:57:18] Aman: Dekho Maine bahut koshish Kari thi ki
[04/11/24, 14:57:26] O2: Trolley bhi copy kr liya
[04/11/24, 14:57:30] O2: 🤣
[04/11/24, 14:57:32] Aman: Atleast colour toh dusra mil jaye
[04/11/24, 14:57:43] O2: Ue sab to bahane h
[04/11/24, 14:58:00] O2: Ha ha thik h mujjse kya hi chhupana ‎<This message was edited>
[04/11/24, 14:58:29] Aman: 😑
[04/11/24, 14:58:31] O2: Copy cat🐱
[04/11/24, 14:58:34] Aman: Heyyy
[04/11/24, 14:58:39] Aman: U copy cat
[04/11/24, 14:58:39] O2: 🐱🐱
[04/11/24, 14:58:48] Aman: Tumhe pata tha main aisa bag lene vala hu
[04/11/24, 14:58:54] Aman: Isliye tumne pehle hi le liya tha
[04/11/24, 14:58:56] Aman: Kya yr kajal
[04/11/24, 14:59:02] Aman: 🙄
[04/11/24, 14:59:02] O2: 😳
[04/11/24, 14:59:12] O2: Mylb kuchh bhi
[04/11/24, 14:59:14] O2: 😂😂
[04/11/24, 14:59:28] Aman: Hmm
[04/11/24, 14:59:31] Aman: Aur batao !
[04/11/24, 14:59:33] Aman: Phir?
[04/11/24, 14:59:36] Aman: So liya?
[04/11/24, 14:59:41] O2: Nhi
[04/11/24, 14:59:57] O2: Bank gyi thi
[04/11/24, 15:00:12] Aman: Kyu?
[04/11/24, 15:00:22] Aman: Kitne account khulwaogi?
[04/11/24, 15:00:57] O2: 1 hi to tha
[04/11/24, 15:01:23] O2: BoB me khulvaya tha pr vo bmd ho gya tha to vhi dekhna tha
[04/11/24, 15:01:36] O2: Ab khul gya firse
[04/11/24, 15:01:37] Aman: ICICI me khulwa lo
[04/11/24, 15:02:02] O2: Kyu
[04/11/24, 15:02:18] Aman: Red bus me 500 off rehta h
[04/11/24, 15:02:59] O2: Usme min balance vala scene rhta h shyd
[04/11/24, 15:03:42] Aman: Axa choro
[04/11/24, 15:03:50] O2: Hm
[04/11/24, 15:04:23] Aman: Aur batao phir?
[04/11/24, 15:04:36] Aman: Tumhe pata h
[04/11/24, 15:06:46] O2: Kya
[04/11/24, 15:07:19] Aman: Jaisa bag laya
[04/11/24, 15:07:33] Aman: Mummy be like yeh toh tum kajal vala hi le aaye😂😂 ‎<This message was edited>
[04/11/24, 15:14:07] O2: Unhe yaad h mera bag?
[04/11/24, 15:14:16] Aman: Ofc
[04/11/24, 15:14:22] Aman: Papa ko nhi yaad h sayad
[04/11/24, 15:14:41] Aman: Mummy ko yaad h
[04/11/24, 15:14:47] O2: Achha
[04/11/24, 15:14:52] Aman: Ek hi bag le aati ho har baar
[04/11/24, 15:14:57] Aman: Kaise nhi yaad ho
[04/11/24, 15:14:57] O2: Canteen me samaan nhi h kya?
[04/11/24, 15:15:22] Aman: Mai sirf luggage vale me gya tha
[04/11/24, 15:15:25] O2: Itne paise nhi h ki har baar change kar kar k lau
[04/11/24, 15:15:53] O2: Fir bhi idea to hoga na
[04/11/24, 15:16:04] Aman: 8k ki fight ki jagah 4k ki bus me aati ho


Easily u can get
[04/11/24, 15:16:09] O2: Aaj jane ka soch rhi thi mai bhi
[04/11/24, 15:16:18] Aman: Tumko kyaa Lena h?
[04/11/24, 15:16:29] O2: Normal items
[04/11/24, 15:16:33] O2: Oil shampoo
[04/11/24, 15:16:36] Aman: Are Mera card ban gya h
[04/11/24, 15:16:39] O2: Yhi sab
[04/11/24, 15:16:42] O2: Oo
[04/11/24, 15:16:42] Aman: Vi le lenge kabhi
[04/11/24, 15:16:46] Aman: Hmm
[04/11/24, 15:16:53] O2: Thik h
[04/11/24, 15:17:02] Aman: Bahut urgent kuch ho toh le lo
[04/11/24, 15:17:09] O2: Umm nho
[04/11/24, 15:17:12] Aman: Ok
[04/11/24, 15:17:22] Aman: Phir vhi se le Lena
[04/11/24, 15:17:31] Aman: Mai bhi yaha se kuch nhi le rha
[04/11/24, 15:17:37] O2: Ok
[04/11/24, 15:17:40] Aman: Ok
[04/11/24, 15:17:54] Aman: Aur batao?
[04/11/24, 15:18:02] Aman: Kya kar rhi thi?
[04/11/24, 15:18:11] O2: Assignment
[04/11/24, 15:18:25] Aman: Kiss ka?
[04/11/24, 15:18:33] O2: Dckt
[04/11/24, 15:18:46] Aman: Axa Maine toh ek bhi nhi kiye yahan
[04/11/24, 15:18:51] Aman: Chalo vhi karta hu !
[04/11/24, 15:19:10] Aman: Varna tum toh ho hi😘😘🥰🥰😊
[04/11/24, 15:19:11] O2: Hm
[04/11/24, 15:19:16] O2: 🤗
[04/11/24, 15:19:20] Aman: 🥰
[04/11/24, 15:19:27] O2: 🤗🤗
[04/11/24, 15:19:31] Aman: 😘😘
[04/11/24, 15:19:42] O2: 😑
[04/11/24, 15:19:52] Aman: 😟
[04/11/24, 15:20:02] O2: 😄
[04/11/24, 15:20:14] Aman: 😍
[04/11/24, 15:20:20] O2: 😙
[04/11/24, 15:20:31] Aman: 😋
[04/11/24, 15:20:40] O2: Khud kro apna… alsi kahi k😑
[04/11/24, 15:21:10] Aman: 😨
[04/11/24, 15:21:18] Aman: Aise kaun baat krta h
[04/11/24, 15:21:36] O2: Mai😌
[04/11/24, 15:21:44] Aman: 🥺
[04/11/24, 15:22:28] O2: 😙
[04/11/24, 15:22:31] O2: Aww
[04/11/24, 15:22:37] Aman: 💔
[04/11/24, 15:22:41] O2: Tum kya kar rhe the
[04/11/24, 15:22:46] Aman: Mai
[04/11/24, 15:22:51] Aman: Kuch nhi
[04/11/24, 15:22:56] O2: ❤️‍🩹
[04/11/24, 15:23:02] Aman: Bus bheta hu
[04/11/24, 15:23:10] O2: Achha
[04/11/24, 15:23:25] Aman: Tum?
[04/11/24, 15:23:32] O2: Btaya to
[04/11/24, 15:23:39] Aman: Ok
[04/11/24, 15:23:50] O2: Vc me kaam kre?
[04/11/24, 15:23:56] Aman: Toh chat karte karte assignment kaise?
[04/11/24, 15:24:02] Aman: Call me samaj nhi aata h
[04/11/24, 15:24:19] Aman: Tumhare ghar me itni jagah h?
[04/11/24, 15:24:30] O2: 😑
[04/11/24, 15:25:07] Aman: Kya hua?
[04/11/24, 15:27:38] O2: Kuchh nhi
[04/11/24, 15:27:44] O2: Btao kre?
[04/11/24, 15:27:48] O2: Ya rhne de
[04/11/24, 15:27:51] Aman: Bilkul
[04/11/24, 15:27:59] Aman: Nhi aise hi bola tha kya?
[04/11/24, 15:28:04] O2: Bolna mat lekin kuchh
[04/11/24, 15:28:10] Aman: 😑
[04/11/24, 15:28:23] O2: Mtlb bol skte ho
[04/11/24, 15:28:32] O2: Bs mai nhi bolungi
[04/11/24, 15:28:52] Aman: Vo toh ladne ke alwa vaise bhi kuch nhi bolti
[04/11/24, 15:28:54] Aman: Ok I'm ok
[04/11/24, 15:29:05] O2: 😑
[04/11/24, 15:29:09] O2: Thik h
[04/11/24, 15:29:14] Aman: Hmm
[04/11/24, 15:29:17] O2: 2 min ruko
[04/11/24, 15:29:21] Aman: Ok
[04/11/24, 15:54:29] O2: ?
[04/11/24, 15:54:42] Aman: U did it na?
[04/11/24, 15:54:53] O2: 😑
[04/11/24, 16:03:21] Aman: ?
[04/11/24, 16:07:01] Aman: Suno !
[04/11/24, 16:07:21] O2: Hmm
[04/11/24, 16:07:25] O2: Mummy aa gyi
[04/11/24, 16:07:31] O2: Kya bol rhe the
[04/11/24, 16:07:33] Aman: Shopping karne jaa rha
[04/11/24, 16:07:40] Aman: Doubt hoga toh pic bhej dunga
[04/11/24, 16:07:49] O2: Mere liye bhi kuchh le aana🥺
[04/11/24, 16:08:02] O2: Mummy k sath ja rhe?
[04/11/24, 16:08:10] Aman: Papa
[04/11/24, 16:08:16] O2: Achha
[04/11/24, 16:08:27] Aman: I bring u something that looks best in u !
[04/11/24, 16:08:33] O2: Mere liye laoge na🥹🥹
[04/11/24, 16:08:58] O2: 👋
[04/11/24, 16:09:01] Aman: Yep
[04/11/24, 16:09:03] Aman: Bye
[04/11/24, 16:09:10] Aman: 5
[04/11/24, 16:09:12] Aman: 4
[04/11/24, 16:09:13] Aman: 3
[04/11/24, 16:09:14] Aman: 2
[04/11/24, 16:09:15] O2: ❤️
[04/11/24, 16:09:16] Aman: 1
[04/11/24, 16:09:16] O2: U
[04/11/24, 16:09:19] Aman: 😂😂😂
[04/11/24, 16:09:20] O2: 😑
[04/11/24, 16:09:30] Aman: Good
[04/11/24, 16:09:33] Aman: Alright then
[04/11/24, 16:09:34] O2: 5
[04/11/24, 16:09:35] Aman: See u
[04/11/24, 16:09:37] O2: 4
[04/11/24, 16:09:39] O2: 3
[04/11/24, 16:09:42] O2: 2
[04/11/24, 16:09:45] Aman: Love u 😘😘😘🥰🥰
[04/11/24, 20:13:25] O2: Amannnnnn
[04/11/24, 20:13:47] Aman: Ka 💦💦💦💦
[04/11/24, 20:13:54] O2: 😂
[04/11/24, 20:14:06] O2: Dinbhar phone me hi lge rhte ho kya
[04/11/24, 20:14:15] O2: Turant seen
[04/11/24, 20:14:17] Aman: Notification vol full
[04/11/24, 20:14:17] O2: 🙄
[04/11/24, 20:14:23] Aman: Aur different tune
[04/11/24, 20:14:23] O2: Achha😂
[04/11/24, 20:14:35] O2: Ye maine bhi kiya h
[04/11/24, 20:14:37] Aman: Hmm Varna aap bhag jayengi
[04/11/24, 20:14:45] O2: 😂
[04/11/24, 20:14:50] Aman: G
[04/11/24, 20:14:53] O2: Kya kar rhe
[04/11/24, 20:14:59] Aman: Nothing
